alg,seed,train,test,theta,pop_size,gens,stalled_gens,tolerance,patience,fitness_history,time(seconds)
PSO,269,-72955.08670218363,-4743.141965732284,"[6.315320857484272, 1.5747450724624803, 0.4121222873516217, 400.0, 1.6885650524803522, 0.5, 6.06414311142028, 12.348199680408044]",50,31,10,0.0001,10,"[-23947.577552621166, -45668.85914139756, -47101.18639761572, -56270.06166131908, -64951.970305040915, -64951.970305040915, -64951.970305040915, -66875.79059825622, -67076.18981333179, -70381.32253382812, -70381.32253382812, -70381.32253382812, -70381.32253382812, -70381.32253382812, -70593.14207010888, -70593.14207010888, -70593.14207010888, -71641.24159340559, -71641.24159340559, -71641.24159340559, -72955.08670218363, -72955.08670218363, -72955.08670218363, -72955.08670218363, -72955.08670218363, -72955.08670218363, -72955.08670218363, -72955.08670218363, -72955.08670218363, -72955.08670218363, -72955.08670218363]",2.96
