alg,seed,train,test,"theta [d1, t1, a1,  d2, t2, a2, shift]",pop_size,gens,stalled_gens,tolerance,patience,fitness_history,time(seconds)
PSO,30,-65789.51595043065,-4592.922028578845,"[4.2720647313384745, 0.44304681159987774, 0.05221867590976684, 98.95711788540558, 1.6457094262526613, 0.3386125183809726, 8.473700720159751, 7.412332813168084]",50,20,10,0.0001,10,"[-10007.380689538773, -34997.983690953966, -34997.983690953966, -47160.9348147235, -47160.9348147235, -47708.976086775525, -53665.215072579456, -53665.215072579456, -56528.8644475611, -65789.51595043065, -65789.51595043065, -65789.51595043065, -65789.51595043065, -65789.51595043065, -65789.51595043065, -65789.51595043065, -65789.51595043065, -65789.51595043065, -65789.51595043065, -65789.51595043065]",1.96
PSO,25,-72072.29677778909,-2505.3666697884187,"[8.402907341378336, 2.1170492675664465, 0.48492035380538073, 21.033605967293386, 1.7778617927580178, 0.49153909273191104, 9.0, 8.501703476766968]",50,48,10,0.0001,10,"[-6912.914860068304, -15777.321222885139, -19662.460398477586, -24916.507793184726, -27187.939711201012, -29359.437413853862, -29359.437413853862, -38099.351491926274, -38504.72348813719, -38504.72348813719, -52045.86406044821, -52045.86406044821, -52045.86406044821, -52045.86406044821, -59548.83708610536, -59548.83708610536, -59548.83708610536, -68502.44905069181, -68502.44905069181, -68502.44905069181, -68502.44905069181, -68502.44905069181, -68502.44905069181, -68502.44905069181, -68502.44905069181, -69738.48754386848, -69738.48754386848, -69738.48754386848, -69738.48754386848, -69738.48754386848, -69738.48754386848, -69738.48754386848, -69738.48754386848, -70543.4241584417, -71649.86602042885, -71649.86602042885, -71649.86602042885, -72072.29677778909, -72072.29677778909, -72072.29677778909, -72072.29677778909, -72072.29677778909, -72072.29677778909, -72072.29677778909, -72072.29677778909, -72072.29677778909, -72072.29677778909, -72072.29677778909]",4.46
PSO,34,-48277.76519632115,-3278.165011281023,"[3.513528210872868, 3.0, 0.05464998341217436, 131.51484322623952, 2.8632762205373385, 0.4393996302339925, 7.933681807660864, 8.303050898462079]",50,19,10,0.0001,10,"[-12010.562958359898, -15359.84120083296, -24383.33461042808, -24403.9205817864, -45682.65961238563, -45682.65961238563, -45682.65961238563, -47142.22260795434, -48277.76519632115, -48277.76519632115, -48277.76519632115, -48277.76519632115, -48277.76519632115, -48277.76519632115, -48277.76519632115, -48277.76519632115, -48277.76519632115, -48277.76519632115, -48277.76519632115]",2.12
PSO,33,-104979.28870252677,-2410.2238789657736,"[2.9010470921058262, 0.15402869890638637, 0.21293681101768347, 91.26668741482874, 2.0403481340200744, 0.4906806147557443, 3.0, 4.101480252866137]",50,23,10,0.0001,10,"[-7454.240223513877, -43795.706447545796, -65152.23068341924, -65152.23068341924, -71084.65679089233, -80586.28916727683, -80586.28916727683, -104001.52821039032, -104001.52821039032, -104001.52821039032, -104001.52821039032, -104001.52821039032, -104979.28870252677, -104979.28870252677, -104979.28870252677, -104979.28870252677, -104979.28870252677, -104979.28870252677, -104979.28870252677, -104979.28870252677, -104979.28870252677, -104979.28870252677, -104979.28870252677]",2.51
PSO,37,-56656.63745214293,-8684.058276382995,"[5.725219965529158, 0.23404745680519312, 0.05, 72.39442635839396, 2.123712874206017, 0.3823260869376131, 7.20709441172183, 9.0]",50,16,10,0.0001,10,"[-12640.215633823234, -14213.950795325221, -18955.65387375563, -31326.931726936364, -49602.39448967465, -56656.63745214293, -56656.63745214293, -56656.63745214293, -56656.63745214293, -56656.63745214293, -56656.63745214293, -56656.63745214293, -56656.63745214293, -56656.63745214293, -56656.63745214293, -56656.63745214293]",1.6
PSO,36,-91935.18227494946,-4470.259745611596,"[4.749293648669458, 0.10884158308304681, 0.5, 20.0, 1.9629976825722215, 0.28558820700364146, 7.18515056563469, 9.0]",50,23,10,0.0001,10,"[-10767.513498537908, -17591.265910629027, -32534.92013677109, -46124.26989722378, -47593.92931110845, -48005.49621606182, -48675.18690468384, -55540.93750948347, -55540.93750948347, -74445.42365410928, -74445.42365410928, -82859.82489848747, -91935.18227494946, -91935.18227494946, -91935.18227494946, -91935.18227494946, -91935.18227494946, -91935.18227494946, -91935.18227494946, -91935.18227494946, -91935.18227494946, -91935.18227494946, -91935.18227494946]",2.24
PSO,31,-116754.38988350553,-1704.5821400878724,"[3.3466444376501996, 0.0, 0.42851797296027466, 33.731402560190745, 1.6930398705614056, 0.4705387750897615, 4.726915359262103, 3.5385503928134523]",50,34,10,0.0001,10,"[-5821.8632061952885, -10799.89540698709, -27200.233014390888, -43645.59882375828, -43645.59882375828, -70671.23506074217, -71095.23355763487, -71095.23355763487, -71095.23355763487, -71095.23355763487, -71095.23355763487, -71095.23355763487, -71528.52435136789, -92045.12688075815, -92045.12688075815, -92045.12688075815, -92045.12688075815, -95263.21215535185, -95263.21215535185, -95263.21215535185, -95263.21215535185, -104967.80580347912, -104967.80580347912, -116754.38988350553, -116754.38988350553, -116754.38988350553, -116754.38988350553, -116754.38988350553, -116754.38988350553, -116754.38988350553, -116754.38988350553, -116754.38988350553, -116754.38988350553, -116754.38988350553]",3.65
PSO,32,-111256.64698738551,-2506.203007905364,"[2.7171255549607762, 2.4594255018387208, 0.0792702613784862, 113.29561651794891, 2.266701061765293, 0.5, 3.0, 3.9216711563136615]",50,35,10,0.0001,10,"[-19470.361062658474, -29276.219155358023, -29276.219155358023, -38449.98518842423, -38449.98518842423, -47142.22260795434, -47142.22260795434, -47142.22260795434, -47142.22260795434, -48277.76519632115, -48277.76519632115, -48277.76519632115, -48277.76519632115, -48277.76519632115, -48277.76519632115, -48277.76519632115, -63457.35059212554, -65455.34731415982, -78392.54985806554, -81083.23006050657, -86794.55797061369, -89688.77726384503, -93778.16189087465, -93778.16189087465, -111256.64698738551, -111256.64698738551, -111256.64698738551, -111256.64698738551, -111256.64698738551, -111256.64698738551, -111256.64698738551, -111256.64698738551, -111256.64698738551, -111256.64698738551, -111256.64698738551]",3.39
PSO,38,-61461.21831673778,-4484.399623006935,"[4.248015823423112, 0.09228058350489549, 0.27701383338473673, 179.05701222424156, 1.655038633965588, 0.4099719527795667, 4.888829961385272, 9.0]",50,25,10,0.0001,10,"[-17259.35468720586, -26463.804572434256, -26463.804572434256, -39438.988787537375, -45755.14519446096, -53684.033391065845, -53684.033391065845, -54648.94350558979, -54648.94350558979, -55070.29164150695, -55070.29164150695, -55070.29164150695, -57788.84778756658, -58464.94045999172, -61461.21831673778, -61461.21831673778, -61461.21831673778, -61461.21831673778, -61461.21831673778, -61461.21831673778, -61461.21831673778, -61461.21831673778, -61461.21831673778, -61461.21831673778, -61461.21831673778]",2.56
PSO,40,-76728.85912311019,-2451.9772044589217,"[6.274626043661491, 0.3395070677126622, 0.3988154421835606, 20.0, 1.7970888785749286, 0.28369974909972084, 9.0, 9.0]",50,19,10,0.0001,10,"[-15653.37302162448, -31582.65687192695, -61253.7524773607, -61253.7524773607, -61253.7524773607, -65525.89690472045, -65525.89690472045, -65525.89690472045, -76728.85912311019, -76728.85912311019, -76728.85912311019, -76728.85912311019, -76728.85912311019, -76728.85912311019, -76728.85912311019, -76728.85912311019, -76728.85912311019, -76728.85912311019, -76728.85912311019]",1.73
PSO,39,-56095.78049341584,-4404.51299199451,"[2.6891934482781457, 2.092571343162156, 0.05, 200.0, 2.043864271607821, 0.40361449885234885, 7.850986631711667, 5.768883486503017]",50,26,10,0.0001,10,"[-15649.231014835323, -15649.231014835323, -38592.701180194075, -38592.701180194075, -38592.701180194075, -38592.701180194075, -38592.701180194075, -41590.50574094212, -41590.50574094212, -47437.75097132562, -47437.75097132562, -51831.4844508228, -51831.4844508228, -51831.4844508228, -51831.4844508228, -56095.78049341584, -56095.78049341584, -56095.78049341584, -56095.78049341584, -56095.78049341584, -56095.78049341584, -56095.78049341584, -56095.78049341584, -56095.78049341584, -56095.78049341584, -56095.78049341584]",2.48
PSO,35,-116754.38988350553,-1704.5821400878724,"[2.5821138380456614, 0.029059365336874594, 0.43019947612028003, 181.21008201387042, 2.122512166913321, 0.47059847353593415, 5.411534604746576, 3.753862297865256]",50,42,10,0.0001,10,"[-13790.865369636187, -26860.464908029033, -27657.390041485265, -27758.919302042763, -32137.255571268764, -32137.255571268764, -33701.7920055281, -37806.70425329859, -59184.02641372413, -69363.93710392737, -74315.1095197831, -74315.1095197831, -74315.1095197831, -77687.28215744336, -87961.75684265954, -93949.77199727132, -93949.77199727132, -93949.77199727132, -93949.77199727132, -93949.77199727132, -94498.39294996693, -94498.39294996693, -94498.39294996693, -95263.21215535185, -95263.21215535185, -95263.21215535185, -95263.21215535185, -95263.21215535185, -95263.21215535185, -103426.01658910458, -104967.80580347912, -116754.38988350553, -116754.38988350553, -116754.38988350553, -116754.38988350553, -116754.38988350553, -116754.38988350553, -116754.38988350553, -116754.38988350553, -116754.38988350553, -116754.38988350553, -116754.38988350553]",4.38
PSO,44,-111256.64698738551,-2506.203007905364,"[2.9930440658920303, 2.316627044960758, 0.08073093032821058, 34.141805730715234, 1.7263646618406987, 0.5, 3.4440059441711375, 3.636340851685917]",50,23,10,0.0001,10,"[-4859.17712849285, -22285.04649266799, -22285.04649266799, -32128.192031671904, -32128.192031671904, -32128.192031671904, -47191.64996688254, -56849.59166322921, -57005.54224714213, -91122.07526840085, -91122.07526840085, -91122.07526840085, -111256.64698738551, -111256.64698738551, -111256.64698738551, -111256.64698738551, -111256.64698738551, -111256.64698738551, -111256.64698738551, -111256.64698738551, -111256.64698738551, -111256.64698738551, -111256.64698738551]",2.03
PSO,43,-116754.38988350553,-1704.5821400878724,"[3.3586718662585855, 0.0, 0.3124547603319773, 89.46024162218735, 2.0830511581654223, 0.47101705291866547, 4.8269870521983265, 4.331408430642488]",50,24,10,0.0001,10,"[-16128.955409751532, -37105.053499281035, -53982.90599504187, -53982.90599504187, -61911.09624869037, -61911.09624869037, -76795.11682750363, -95482.83186563104, -95482.83186563104, -103691.43751914306, -103691.43751914306, -103691.43751914306, -103691.43751914306, -116754.38988350553, -116754.38988350553, -116754.38988350553, -116754.38988350553, -116754.38988350553, -116754.38988350553, -116754.38988350553, -116754.38988350553, -116754.38988350553, -116754.38988350553, -116754.38988350553]",2.44
PSO,41,-118076.03989867195,-2298.061153737314,"[2.892810505075433, 1.999994771658249, 0.12395360774120874, 96.72196085920172, 1.9149083551947037, 0.5, 4.871335005977062, 3.6523443010778767]",50,32,10,0.0001,10,"[-21749.232248136777, -33928.59123249303, -34947.30741322432, -36979.60650051768, -43054.878459595035, -46875.20653078734, -46875.20653078734, -52991.93289365981, -53546.503374212865, -53546.503374212865, -53546.503374212865, -55047.454077832226, -70441.96603348273, -72364.42787821179, -89688.77726384503, -103021.06431657608, -109414.41277842734, -109414.41277842734, -109414.41277842734, -109414.41277842734, -109867.3755829833, -118076.03989867195, -118076.03989867195, -118076.03989867195, -118076.03989867195, -118076.03989867195, -118076.03989867195, -118076.03989867195, -118076.03989867195, -118076.03989867195, -118076.03989867195, -118076.03989867195]",3.29
PSO,47,-80145.72439436278,-2616.024015572622,"[7.807684066603083, 1.5736727501617835, 0.4940703080191028, 20.0, 2.106673305202993, 0.5, 6.499980257252109, 9.0]",50,32,10,0.0001,10,"[-9400.074465800124, -17628.618021756738, -33383.95432009808, -34554.349028777084, -38817.518555653194, -38817.518555653194, -38817.518555653194, -61205.95460573102, -61205.95460573102, -61205.95460573102, -61205.95460573102, -61205.95460573102, -61205.95460573102, -61205.95460573102, -70115.89106159924, -70115.89106159924, -79658.09441514584, -79658.09441514584, -79658.09441514584, -79658.09441514584, -79658.09441514584, -80145.72439436278, -80145.72439436278, -80145.72439436278, -80145.72439436278, -80145.72439436278, -80145.72439436278, -80145.72439436278, -80145.72439436278, -80145.72439436278, -80145.72439436278, -80145.72439436278]",2.88
PSO,45,-73942.3193503244,-5372.936641749217,"[5.857618571401358, 2.100575882796219, 0.4798822645656726, 163.767510315485, 2.100290008450683, 0.5, 7.942769405982204, 9.0]",50,41,10,0.0001,10,"[-9107.106712379156, -13869.835661451878, -16217.148831273895, -19326.29455292795, -20802.34264784257, -20802.34264784257, -20802.34264784257, -20802.34264784257, -21209.559159927187, -28659.951848477613, -29185.553257895353, -29185.553257895353, -29185.553257895353, -36933.692251112814, -36971.95923065739, -38296.30712331057, -39994.75678337371, -40256.999898271024, -46868.17834083249, -57366.99172721301, -57366.99172721301, -58370.47157277412, -58370.47157277412, -58370.47157277412, -58370.47157277412, -58370.47157277412, -61271.70042883476, -61271.70042883476, -61271.70042883476, -61271.70042883476, -73942.3193503244, -73942.3193503244, -73942.3193503244, -73942.3193503244, -73942.3193503244, -73942.3193503244, -73942.3193503244, -73942.3193503244, -73942.3193503244, -73942.3193503244, -73942.3193503244]",4.0
PSO,46,-116754.38988350553,-1704.5821400878724,"[2.644005545548905, 0.021465325981559452, 0.10312036486748846, 194.02686947079843, 1.7489779574513644, 0.4705064842761571, 5.141093191555199, 3.8620357630908613]",50,36,10,0.0001,10,"[-8721.006462295041, -24169.05416485589, -37375.70039817219, -37375.70039817219, -52252.44662974736, -52252.44662974736, -57990.16428511401, -76795.11682750363, -76795.11682750363, -76795.11682750363, -76795.11682750363, -76795.11682750363, -83076.03818582692, -83076.03818582692, -83076.03818582692, -83076.03818582692, -83076.03818582692, -83076.03818582692, -83076.03818582692, -87658.41388264713, -87658.41388264713, -87658.41388264713, -90701.51128424537, -99671.78064397509, -103691.43751914306, -116754.38988350553, -116754.38988350553, -116754.38988350553, -116754.38988350553, -116754.38988350553, -116754.38988350553, -116754.38988350553, -116754.38988350553, -116754.38988350553, -116754.38988350553, -116754.38988350553]",4.04
PSO,48,-104979.28870252677,-2410.2238789657736,"[3.3542614077969626, 0.0, 0.39444863686525017, 138.4493064124673, 2.14621342993603, 0.49076726946092336, 3.0, 3.8054597069284135]",50,28,10,0.0001,10,"[-38488.54363454138, -46238.49117429698, -76795.11682750363, -76795.11682750363, -76795.11682750363, -76795.11682750363, -76795.11682750363, -83076.03818582692, -83076.03818582692, -83076.03818582692, -83076.03818582692, -86757.39550034066, -90701.51128424537, -103900.23348474619, -104001.52821039032, -104001.52821039032, -104001.52821039032, -104979.28870252677, -104979.28870252677, -104979.28870252677, -104979.28870252677, -104979.28870252677, -104979.28870252677, -104979.28870252677, -104979.28870252677, -104979.28870252677, -104979.28870252677, -104979.28870252677]",3.13
PSO,51,-118076.03989867195,-2298.061153737314,"[3.2999689448683744, 2.1893917206980404, 0.1265349096255011, 20.0, 2.068796546467785, 0.5, 4.618795361951262, 3.9645412098963373]",50,24,10,0.0001,10,"[-6863.968302654539, -16551.529129289527, -33116.062364110985, -41351.85997018813, -88557.39104457639, -102617.0698116491, -102617.0698116491, -107159.30079781628, -107159.30079781628, -107159.30079781628, -107159.30079781628, -112710.85825161963, -112710.85825161963, -118076.03989867195, -118076.03989867195, -118076.03989867195, -118076.03989867195, -118076.03989867195, -118076.03989867195, -118076.03989867195, -118076.03989867195, -118076.03989867195, -118076.03989867195, -118076.03989867195]",2.49
PSO,49,-70798.91223383938,-3277.4684294334106,"[3.0103781669017, 3.0, 0.27947918971207236, 30.789325735478144, 3.0, 0.05841798495719243, 7.966387298630028, 6.559233148991036]",50,34,10,0.0001,10,"[-6354.440558328585, -8199.669238974411, -14558.343981086951, -27916.12488201883, -27916.12488201883, -37153.98497504869, -47317.413498667884, -56646.824603198016, -61050.60780861186, -61050.60780861186, -61050.60780861186, -68908.56884426299, -68908.56884426299, -68908.56884426299, -68908.56884426299, -68908.56884426299, -68908.56884426299, -68908.56884426299, -68908.56884426299, -69645.68373848285, -69645.68373848285, -69645.68373848285, -69645.68373848285, -70798.91223383938, -70798.91223383938, -70798.91223383938, -70798.91223383938, -70798.91223383938, -70798.91223383938, -70798.91223383938, -70798.91223383938, -70798.91223383938, -70798.91223383938, -70798.91223383938]",3.47
PSO,42,-81828.82410599518,-5356.318095734755,"[3.9760349432603186, 1.826303372962015, 0.20360707723261487, 186.3189973318418, 1.9631002517816283, 0.3929785886633252, 8.122794416091159, 9.0]",50,60,10,0.0001,10,"[-16590.45365479234, -38512.90215858691, -38512.90215858691, -38512.90215858691, -38512.90215858691, -52776.382048673164, -52776.382048673164, -52776.382048673164, -52776.382048673164, -52776.382048673164, -52776.382048673164, -52776.382048673164, -52776.382048673164, -52776.382048673164, -57557.967333700704, -57557.967333700704, -58384.66361184427, -59804.16715178556, -59804.16715178556, -59804.16715178556, -59804.16715178556, -59804.16715178556, -59804.16715178556, -59804.16715178556, -59804.16715178556, -59804.16715178556, -59804.16715178556, -63100.603797721524, -66072.6673891399, -66072.6673891399, -66072.6673891399, -66359.95938770115, -66359.95938770115, -66359.95938770115, -66359.95938770115, -66359.95938770115, -66359.95938770115, -66359.95938770115, -66374.16797407072, -71855.86304284312, -78583.97051756934, -80215.23705891351, -80215.23705891351, -80215.23705891351, -80215.23705891351, -80215.23705891351, -80215.23705891351, -80215.23705891351, -80215.23705891351, -81828.82410599518, -81828.82410599518, -81828.82410599518, -81828.82410599518, -81828.82410599518, -81828.82410599518, -81828.82410599518, -81828.82410599518, -81828.82410599518, -81828.82410599518, -81828.82410599518]",6.34
PSO,50,-116754.38988350553,-1704.5821400878724,"[2.5057286945321353, 0.12907859616762332, 0.05776273011755652, 178.3442635043586, 1.9471218632145835, 0.47095333825269103, 4.983316246811658, 3.9795119672773227]",50,35,10,0.0001,10,"[-16335.47494374213, -28100.41822027692, -36418.311720463455, -36841.728285158664, -38667.33005108833, -44475.61426197118, -44475.61426197118, -51729.09869323185, -56311.1321181219, -58893.81782537504, -61911.09624869037, -68294.7117422214, -74315.1095197831, -74315.1095197831, -74315.1095197831, -74315.1095197831, -76795.11682750363, -76795.11682750363, -76795.11682750363, -91923.41638317017, -91923.41638317017, -91923.41638317017, -95705.47611532264, -95705.47611532264, -116754.38988350553, -116754.38988350553, -116754.38988350553, -116754.38988350553, -116754.38988350553, -116754.38988350553, -116754.38988350553, -116754.38988350553, -116754.38988350553, -116754.38988350553, -116754.38988350553]",3.8
PSO,54,-40056.299342230144,-2909.8582938879435,"[2.4804869799687888, 0.3081756294761647, 0.5, 20.0, 2.4142702793121495, 0.49876256965285987, 7.6525640116300675, 4.561214563746548]",50,28,10,0.0001,10,"[-8305.24863750418, -22834.019222456704, -24600.429318274164, -25242.664065399844, -26686.305262199356, -27970.45290869228, -36418.311720463455, -36418.311720463455, -36418.311720463455, -36418.311720463455, -36418.311720463455, -36418.311720463455, -36418.311720463455, -36841.728285158664, -36841.728285158664, -36841.728285158664, -36841.728285158664, -40056.299342230144, -40056.299342230144, -40056.299342230144, -40056.299342230144, -40056.299342230144, -40056.299342230144, -40056.299342230144, -40056.299342230144, -40056.299342230144, -40056.299342230144, -40056.299342230144]",2.58
PSO,57,-116754.38988350553,-1704.5821400878724,"[2.906253752754405, 0.0, 0.19113274545437256, 25.522681066656673, 1.6255066219671754, 0.4710655927671621, 4.752370327479234, 3.7990208564509684]",50,21,10,0.0001,10,"[-10236.611778357556, -10236.611778357556, -39300.40327709147, -72609.33013112367, -76795.11682750363, -76795.11682750363, -76795.11682750363, -76795.11682750363, -103691.43751914306, -103691.43751914306, -116754.38988350553, -116754.38988350553, -116754.38988350553, -116754.38988350553, -116754.38988350553, -116754.38988350553, -116754.38988350553, -116754.38988350553, -116754.38988350553, -116754.38988350553, -116754.38988350553]",2.12
PSO,56,-104979.28870252677,-2410.2238789657736,"[2.5340867356092214, 0.135293774862212, 0.06679255778013168, 200.0, 2.1719604231273766, 0.49056364823797133, 3.0, 3.7188352853511804]",50,22,10,0.0001,10,"[-20612.57361896254, -36908.05137447225, -71084.65679089233, -71084.65679089233, -71084.65679089233, -103900.23348474619, -103900.23348474619, -104001.52821039032, -104001.52821039032, -104001.52821039032, -104001.52821039032, -104979.28870252677, -104979.28870252677, -104979.28870252677, -104979.28870252677, -104979.28870252677, -104979.28870252677, -104979.28870252677, -104979.28870252677, -104979.28870252677, -104979.28870252677, -104979.28870252677]",2.33
