alg,seed,fitness,theta,gens,time_sec,pop_size,r_repulsion,r_orientation,r_attraction,alpha,beta
CAB,1,6.317163601713268,"[-2.4896758809131847, 0.524759429834688, -0.0792844369049856, 1.4811636727033868, 1.1084268230121241, -0.06725368507944168]",50,1.69,50,0.2,0.4,0.8,0.05,0.01
CAB,2,6.404482414880551,"[-3.094451695424116, 0.9407203981858117, -0.024479284250402154, -1.94111072764338, 0.31156986066742504, -0.7401390235736147]",50,1.68,50,0.2,0.4,0.8,0.05,0.01
CAB,3,5.5139564599222695,"[1.6027462741035674, -1.1112696191027545, 0.23941900736634794, 1.3940491611987547, 1.0160070791169982, 0.23051358982624892]",50,1.68,50,0.2,0.4,0.8,0.05,0.01
CAB,4,6.3134775884132495,"[1.4156869343971599, -1.0871508121584506, 2.040128428749915, -0.11661502160214403, -0.6829598844371159, 2.126820153051824]",50,1.69,50,0.2,0.4,0.8,0.05,0.01
CAB,0,6.528949008197149,"[-0.22605217840618413, 2.4081906831214464, 0.908327320033073, 0.4872177737938635, -2.1047808513693136, 0.9375925081893393]",50,1.69,50,0.2,0.4,0.8,0.05,0.05
CAB,1,5.89949236152815,"[1.0373544303684175, 2.0496811622273974, 2.0107889907841363, -1.2945612337067511, -0.10832547414364853, -0.682062399011093]",50,1.69,50,0.2,0.4,0.8,0.05,0.05
CAB,2,6.357988972792576,"[-2.1366313926329017, 0.013000902206330907, -2.103320869297528, 2.016007671351017, 0.9671868370302411, -1.7471818140305333]",50,1.8,50,0.2,0.4,0.8,0.05,0.05
CAB,3,5.317842501460309,"[1.0866110097987969, 0.2648832301081879, -1.1102362035930553, 1.4086644253848675, 0.3171007242276376, 1.2426302893024597]",50,1.83,50,0.2,0.4,0.8,0.05,0.05
CAB,4,6.18328064750774,"[1.7352748736665984, -1.2341813939926676, 2.0086685750848754, 0.08686778648216467, -1.0237522645937642, 2.1181465259186605]",50,2.01,50,0.2,0.4,0.8,0.05,0.05
CAB,0,4.933924417627988,"[0.8168567116226775, 1.270720258118353, 1.8686473702787132, -0.3088784473934587, 0.1897016238664012, -0.027541954173503035]",50,2.0,50,0.2,0.4,0.8,0.1,0.01
CAB,1,4.235619609461551,"[-0.9438907315610187, 1.1902920644316048, -0.34717482952559353, -0.05245896291318046, -1.2465973675943762, -0.12266254397653605]",50,1.84,50,0.2,0.4,0.8,0.1,0.01
CAB,2,4.59213258740499,"[-0.19131860419938015, 0.023273794381681742, 1.4992918971986449, -1.2654412347551922, -0.06481734809340141, -1.0087850739005466]",50,1.78,50,0.2,0.4,0.8,0.1,0.01
CAB,3,3.798197847378028,"[0.26937499481649035, -0.7425179777931562, 1.0960790842090018, 0.23243440748514535, -0.4498779640861866, 0.024857603825160203]",50,1.86,50,0.2,0.4,0.8,0.1,0.01
CAB,4,4.75341633591783,"[0.39440109328018774, 0.8955498717224113, -1.1971173568459914, 0.5509117838134201, -0.40930326531908906, 0.552079310662623]",50,1.82,50,0.2,0.4,0.8,0.1,0.01
CAB,0,4.628583863678184,"[0.5797613521309228, 1.2111187442241755, 0.07335180757178224, 0.4610442137314852, -1.0825334423456503, 0.7305137048974086]",50,1.75,50,0.2,0.4,0.8,0.1,0.05
CAB,1,4.528402926004599,"[0.6881502231914847, -1.4279385234608921, 0.23283733180114877, -0.2953436719982561, 0.3918249876656817, 0.15506524510146857]",50,1.74,50,0.2,0.4,0.8,0.1,0.05
CAB,2,4.577863011388271,"[-0.3302899997252493, 0.07302444926173027, 1.5095582041744324, -1.1285204065943166, -0.10658519956334325, -0.986305292560131]",50,1.73,50,0.2,0.4,0.8,0.1,0.05
CAB,3,3.261470244081654,"[0.34700779953923155, -0.043081645557822144, -0.901399348099316, 0.4737633102810774, 0.06221283906002916, 0.2653457258145724]",50,1.73,50,0.2,0.4,0.8,0.1,0.05
CAB,4,4.495142914694991,"[-0.9710751981873498, 1.1742799473999206, -0.621608144415588, -0.40595962206563213, 1.0540427385579108, 0.17305300027767667]",50,1.76,50,0.2,0.4,0.8,0.1,0.05
CAB,0,6.61553603194173,"[1.8205830064264998, -1.7520418528222126, 1.3819745398127996, -0.0855827524158619, 0.017235921048010385, 2.2655165933707595]",50,1.7,50,0.2,0.4,1.0,0.05,0.01
CAB,1,6.317163601713268,"[-2.4896758809131847, 0.524759429834688, -0.0792844369049856, 1.4811636727033868, 1.1084268230121241, -0.06725368507944168]",50,1.67,50,0.2,0.4,1.0,0.05,0.01
CAB,2,6.404482414880551,"[-3.094451695424116, 0.9407203981858117, -0.024479284250402154, -1.94111072764338, 0.31156986066742504, -0.7401390235736147]",50,1.7,50,0.2,0.4,1.0,0.05,0.01
CAB,3,5.5139564599222695,"[1.6027462741035674, -1.1112696191027545, 0.23941900736634794, 1.3940491611987547, 1.0160070791169982, 0.23051358982624892]",50,1.7,50,0.2,0.4,1.0,0.05,0.01
CAB,4,6.3134775884132495,"[1.4156869343971599, -1.0871508121584506, 2.040128428749915, -0.11661502160214403, -0.6829598844371159, 2.126820153051824]",50,1.7,50,0.2,0.4,1.0,0.05,0.01
CAB,0,6.528277906485098,"[-0.22581932358252874, 2.408367718863006, 0.9084151164994296, 0.48656880206670866, -2.104438435038144, 0.9370659117287368]",50,1.74,50,0.2,0.4,1.0,0.05,0.05
CAB,1,5.89949236152815,"[1.0373544303684175, 2.0496811622273974, 2.0107889907841363, -1.2945612337067511, -0.10832547414364853, -0.682062399011093]",50,1.72,50,0.2,0.4,1.0,0.05,0.05
CAB,2,6.357988972792576,"[-2.1366313926329017, 0.013000902206330907, -2.103320869297528, 2.016007671351017, 0.9671868370302411, -1.7471818140305333]",50,1.71,50,0.2,0.4,1.0,0.05,0.05
CAB,3,5.317842501460309,"[1.0866110097987969, 0.2648832301081879, -1.1102362035930553, 1.4086644253848675, 0.3171007242276376, 1.2426302893024597]",50,1.71,50,0.2,0.4,1.0,0.05,0.05
CAB,4,6.18328064750774,"[1.7352748736665984, -1.2341813939926676, 2.0086685750848754, 0.08686778648216467, -1.0237522645937642, 2.1181465259186605]",50,1.73,50,0.2,0.4,1.0,0.05,0.05
CAB,0,4.971403000815396,"[0.5157771469661118, 1.1852175463311738, 0.19914594405959962, 0.5978326268142685, -1.256678651246666, 0.7646944828696309]",50,1.72,50,0.2,0.4,1.0,0.1,0.01
CAB,1,4.235619609461551,"[-0.9438907315610187, 1.1902920644316048, -0.34717482952559353, -0.05245896291318046, -1.2465973675943762, -0.12266254397653605]",50,1.74,50,0.2,0.4,1.0,0.1,0.01
CAB,2,4.576036660563901,"[-0.21892255569187247, 0.029648510908754706, 1.475314793515444, -1.246584743931654, -0.10431068414129067, -0.9525090500344522]",50,1.86,50,0.2,0.4,1.0,0.1,0.01
CAB,3,3.517451017625476,"[0.9223954758877125, 0.13628919219486124, -0.09381298871573655, 1.0465624302727132, 0.35742527380184214, 0.9333562248469057]",50,1.82,50,0.2,0.4,1.0,0.1,0.01
CAB,4,4.75341633591783,"[0.39440109328018774, 0.8955498717224113, -1.1971173568459914, 0.5509117838134201, -0.40930326531908906, 0.552079310662623]",50,1.89,50,0.2,0.4,1.0,0.1,0.01
CAB,0,4.669988963255605,"[1.9625955522824166, -0.11086293186304494, -0.6902417395162254, -0.07463684305175473, 1.0645445460056273, 1.145683135711732]",50,1.75,50,0.2,0.4,1.0,0.1,0.05
CAB,1,4.528402926004599,"[0.6881502231914847, -1.4279385234608921, 0.23283733180114877, -0.2953436719982561, 0.3918249876656817, 0.15506524510146857]",50,1.91,50,0.2,0.4,1.0,0.1,0.05
CAB,2,4.560920516177276,"[-0.37663540154634734, 0.03971798473121891, 1.512053815014667, -1.1182746157864363, -0.038295528262587274, -0.9844247802209602]",50,1.79,50,0.2,0.4,1.0,0.1,0.05
CAB,3,3.3375695992391283,"[0.911596357372649, -0.09087019960786637, -0.2080001008834043, 0.8475431740828441, 0.09088065063543367, 0.6313526696541598]",50,1.75,50,0.2,0.4,1.0,0.1,0.05
CAB,4,4.495142914694991,"[-0.9710751981873498, 1.1742799473999206, -0.621608144415588, -0.40595962206563213, 1.0540427385579108, 0.17305300027767667]",50,1.71,50,0.2,0.4,1.0,0.1,0.05
CAB,0,6.61553603194173,"[1.8205830064264998, -1.7520418528222126, 1.3819745398127996, -0.0855827524158619, 0.017235921048010385, 2.2655165933707595]",50,1.74,50,0.2,0.7,0.8,0.05,0.01
CAB,1,6.317163601713268,"[-2.4896758809131847, 0.524759429834688, -0.0792844369049856, 1.4811636727033868, 1.1084268230121241, -0.06725368507944168]",50,1.77,50,0.2,0.7,0.8,0.05,0.01
CAB,2,6.404482414880551,"[-3.094451695424116, 0.9407203981858117, -0.024479284250402154, -1.94111072764338, 0.31156986066742504, -0.7401390235736147]",50,1.73,50,0.2,0.7,0.8,0.05,0.01
CAB,3,5.5139564599222695,"[1.6027462741035674, -1.1112696191027545, 0.23941900736634794, 1.3940491611987547, 1.0160070791169982, 0.23051358982624892]",50,1.75,50,0.2,0.7,0.8,0.05,0.01
CAB,4,6.3134775884132495,"[1.4156869343971599, -1.0871508121584506, 2.040128428749915, -0.11661502160214403, -0.6829598844371159, 2.126820153051824]",50,1.73,50,0.2,0.7,0.8,0.05,0.01
CAB,0,6.528949008197149,"[-0.22605217840618413, 2.4081906831214464, 0.908327320033073, 0.4872177737938635, -2.1047808513693136, 0.9375925081893393]",50,1.73,50,0.2,0.7,0.8,0.05,0.05
CAB,1,5.89949236152815,"[1.0373544303684175, 2.0496811622273974, 2.0107889907841363, -1.2945612337067511, -0.10832547414364853, -0.682062399011093]",50,1.73,50,0.2,0.7,0.8,0.05,0.05
CAB,2,6.357988972792576,"[-2.1366313926329017, 0.013000902206330907, -2.103320869297528, 2.016007671351017, 0.9671868370302411, -1.7471818140305333]",50,1.8,50,0.2,0.7,0.8,0.05,0.05
CAB,3,5.317842501460309,"[1.0866110097987969, 0.2648832301081879, -1.1102362035930553, 1.4086644253848675, 0.3171007242276376, 1.2426302893024597]",50,1.81,50,0.2,0.7,0.8,0.05,0.05
CAB,4,6.18328064750774,"[1.7352748736665984, -1.2341813939926676, 2.0086685750848754, 0.08686778648216467, -1.0237522645937642, 2.1181465259186605]",50,1.73,50,0.2,0.7,0.8,0.05,0.05
CAB,0,4.933924417627988,"[0.8168567116226775, 1.270720258118353, 1.8686473702787132, -0.3088784473934587, 0.1897016238664012, -0.027541954173503035]",50,1.7,50,0.2,0.7,0.8,0.1,0.01
CAB,1,4.235619609461551,"[-0.9438907315610187, 1.1902920644316048, -0.34717482952559353, -0.05245896291318046, -1.2465973675943762, -0.12266254397653605]",50,1.69,50,0.2,0.7,0.8,0.1,0.01
CAB,2,4.59213258740499,"[-0.19131860419938015, 0.023273794381681742, 1.4992918971986449, -1.2654412347551922, -0.06481734809340141, -1.0087850739005466]",50,1.67,50,0.2,0.7,0.8,0.1,0.01
CAB,3,3.798197847378028,"[0.26937499481649035, -0.7425179777931562, 1.0960790842090018, 0.23243440748514535, -0.4498779640861866, 0.024857603825160203]",50,1.73,50,0.2,0.7,0.8,0.1,0.01
CAB,4,4.75341633591783,"[0.39440109328018774, 0.8955498717224113, -1.1971173568459914, 0.5509117838134201, -0.40930326531908906, 0.552079310662623]",50,1.69,50,0.2,0.7,0.8,0.1,0.01
CAB,0,4.628583863678184,"[0.5797613521309228, 1.2111187442241755, 0.07335180757178224, 0.4610442137314852, -1.0825334423456503, 0.7305137048974086]",50,1.76,50,0.2,0.7,0.8,0.1,0.05
CAB,1,4.528402926004599,"[0.6881502231914847, -1.4279385234608921, 0.23283733180114877, -0.2953436719982561, 0.3918249876656817, 0.15506524510146857]",50,1.87,50,0.2,0.7,0.8,0.1,0.05
CAB,2,4.577863011388271,"[-0.3302899997252493, 0.07302444926173027, 1.5095582041744324, -1.1285204065943166, -0.10658519956334325, -0.986305292560131]",50,1.77,50,0.2,0.7,0.8,0.1,0.05
CAB,3,3.261470244081654,"[0.34700779953923155, -0.043081645557822144, -0.901399348099316, 0.4737633102810774, 0.06221283906002916, 0.2653457258145724]",50,1.79,50,0.2,0.7,0.8,0.1,0.05
CAB,4,4.495142914694991,"[-0.9710751981873498, 1.1742799473999206, -0.621608144415588, -0.40595962206563213, 1.0540427385579108, 0.17305300027767667]",50,1.73,50,0.2,0.7,0.8,0.1,0.05
CAB,0,6.61553603194173,"[1.8205830064264998, -1.7520418528222126, 1.3819745398127996, -0.0855827524158619, 0.017235921048010385, 2.2655165933707595]",50,1.73,50,0.2,0.7,1.0,0.05,0.01
CAB,1,6.317163601713268,"[-2.4896758809131847, 0.524759429834688, -0.0792844369049856, 1.4811636727033868, 1.1084268230121241, -0.06725368507944168]",50,1.81,50,0.2,0.7,1.0,0.05,0.01
CAB,2,6.404482414880551,"[-3.094451695424116, 0.9407203981858117, -0.024479284250402154, -1.94111072764338, 0.31156986066742504, -0.7401390235736147]",50,1.79,50,0.2,0.7,1.0,0.05,0.01
CAB,3,5.5139564599222695,"[1.6027462741035674, -1.1112696191027545, 0.23941900736634794, 1.3940491611987547, 1.0160070791169982, 0.23051358982624892]",50,1.75,50,0.2,0.7,1.0,0.05,0.01
CAB,4,6.3134775884132495,"[1.4156869343971599, -1.0871508121584506, 2.040128428749915, -0.11661502160214403, -0.6829598844371159, 2.126820153051824]",50,1.74,50,0.2,0.7,1.0,0.05,0.01
CAB,0,6.528277906485098,"[-0.22581932358252874, 2.408367718863006, 0.9084151164994296, 0.48656880206670866, -2.104438435038144, 0.9370659117287368]",50,1.74,50,0.2,0.7,1.0,0.05,0.05
CAB,1,5.89949236152815,"[1.0373544303684175, 2.0496811622273974, 2.0107889907841363, -1.2945612337067511, -0.10832547414364853, -0.682062399011093]",50,1.73,50,0.2,0.7,1.0,0.05,0.05
CAB,2,6.357988972792576,"[-2.1366313926329017, 0.013000902206330907, -2.103320869297528, 2.016007671351017, 0.9671868370302411, -1.7471818140305333]",50,1.75,50,0.2,0.7,1.0,0.05,0.05
CAB,3,5.317842501460309,"[1.0866110097987969, 0.2648832301081879, -1.1102362035930553, 1.4086644253848675, 0.3171007242276376, 1.2426302893024597]",50,1.79,50,0.2,0.7,1.0,0.05,0.05
CAB,4,6.18328064750774,"[1.7352748736665984, -1.2341813939926676, 2.0086685750848754, 0.08686778648216467, -1.0237522645937642, 2.1181465259186605]",50,1.75,50,0.2,0.7,1.0,0.05,0.05
CAB,0,4.971403000815396,"[0.5157771469661118, 1.1852175463311738, 0.19914594405959962, 0.5978326268142685, -1.256678651246666, 0.7646944828696309]",50,1.71,50,0.2,0.7,1.0,0.1,0.01
CAB,1,4.235619609461551,"[-0.9438907315610187, 1.1902920644316048, -0.34717482952559353, -0.05245896291318046, -1.2465973675943762, -0.12266254397653605]",50,1.72,50,0.2,0.7,1.0,0.1,0.01
CAB,2,4.576036660563901,"[-0.21892255569187247, 0.029648510908754706, 1.475314793515444, -1.246584743931654, -0.10431068414129067, -0.9525090500344522]",50,1.77,50,0.2,0.7,1.0,0.1,0.01
CAB,3,3.517451017625476,"[0.9223954758877125, 0.13628919219486124, -0.09381298871573655, 1.0465624302727132, 0.35742527380184214, 0.9333562248469057]",50,1.71,50,0.2,0.7,1.0,0.1,0.01
CAB,4,4.75341633591783,"[0.39440109328018774, 0.8955498717224113, -1.1971173568459914, 0.5509117838134201, -0.40930326531908906, 0.552079310662623]",50,1.68,50,0.2,0.7,1.0,0.1,0.01
CAB,0,4.669988963255605,"[1.9625955522824166, -0.11086293186304494, -0.6902417395162254, -0.07463684305175473, 1.0645445460056273, 1.145683135711732]",50,1.71,50,0.2,0.7,1.0,0.1,0.05
CAB,1,4.528402926004599,"[0.6881502231914847, -1.4279385234608921, 0.23283733180114877, -0.2953436719982561, 0.3918249876656817, 0.15506524510146857]",50,1.7,50,0.2,0.7,1.0,0.1,0.05
CAB,2,4.560920516177276,"[-0.37663540154634734, 0.03971798473121891, 1.512053815014667, -1.1182746157864363, -0.038295528262587274, -0.9844247802209602]",50,1.71,50,0.2,0.7,1.0,0.1,0.05
CAB,3,3.0576875244970307,"[0.7385876964780427, -0.083235978151036, -0.017578218774690117, 0.9182345150758029, 0.0581878878209815, 0.3940997915500605]",50,1.69,50,0.2,0.7,1.0,0.1,0.05
CAB,4,4.495142914694991,"[-0.9710751981873498, 1.1742799473999206, -0.621608144415588, -0.40595962206563213, 1.0540427385579108, 0.17305300027767667]",50,1.71,50,0.2,0.7,1.0,0.1,0.05
